Nro_Orden,Codigo_MP,Nro_Analisis,Cantidad_Consumida,Posicion
OF-2020-0813,MP-0064,QC-2024-01834,20.482,4
OF-2020-0813,MP-0062,QC-2020-00135,10.108,5
OF-2021-0814,MP-0014,QC-2024-01202,19.785,1
OF-2021-0814,MP-0057,QC-2023-02959,35.733,2
OF-2021-0814,MP-0052,QC-2020-00183,15.172,3
OF-2021-0814,MP-0053,QC-2023-02244,31.14,4
OF-2021-0814,MP-0062,QC-2021-02320,41.384,5
OF-2023-0815,MP-0012,QC-2021-00958,38.977,1
OF-2023-0815,MP-0043,QC-2024-01764,13.674,2
OF-2023-0815,MP-0077,QC-2021-00669,18.254,3
OF-2023-0815,MP-0056,QC-2024-02282,22.735,4
OF-2023-0815,MP-0069,QC-2023-00483,31.644,5
OF-2021-0817,MP-0024,QC-2021-03006,49.992,1
OF-2021-0817,MP-0049,QC-2020-01116,10.51,2
OF-2021-0817,MP-0041,QC-2021-03185,48.466,3
OF-2021-0817,MP-0039,QC-2023-01261,38.87,4
OF-2021-0817,MP-0051,QC-2022-00201,12.276,5
OF-2020-0818,MP-0032,QC-2024-01923,38.811,1
OF-2020-0818,MP-0050,QC-2024-02763,19.088,2
OF-2020-0818,MP-0062,QC-2022-02515,32.051,3
OF-2020-0818,MP-0040,QC-2024-00597,47.812,4
OF-2020-0819,MP-0021,QC-2023-02966,23.067,1
OF-2020-0819,MP-0051,QC-2020-00191,26.65,2
OF-2020-0819,MP-0039,QC-2020-01334,31.46,3
OF-2020-0820,MP-0019,QC-2021-00075,22.277,1
OF-2020-0820,MP-0047,QC-2020-01339,33.841,2
OF-2020-0820,MP-0066,QC-2024-01810,14.142,3
OF-2020-0820,MP-0037,QC-2022-02242,20.385,4
OF-2022-0822,MP-0036,QC-2024-00347,36.635,1
OF-2022-0822,MP-0053,QC-2022-01011,26.673,2
OF-2022-0822,MP-0074,QC-2024-00966,37.515,3
OF-2022-0822,MP-0064,QC-2021-00637,47.487,4
OF-2022-0822,MP-0062,QC-2024-00930,26.305,5
OF-2023-0823,MP-0014,QC-2021-02941,46.301,1
OF-2023-0823,MP-0057,QC-2021-01026,22.239,2
OF-2023-0823,MP-0050,QC-2020-00999,36.555,3
OF-2023-0823,MP-0078,QC-2024-03362,24.158,4
OF-2023-0823,MP-0068,QC-2023-02535,41.389,5
OF-2020-0824,MP-0011,QC-2022-00998,34.693,1
OF-2020-0824,MP-0064,QC-2022-03394,45.607,2
OF-2020-0824,MP-0075,QC-2020-01944,44.355,3
OF-2020-0824,MP-0041,QC-2023-00875,7.749,4
OF-2020-0824,MP-0061,QC-2024-00678,36.732,5
OF-2021-0825,MP-0018,QC-2020-00771,43.703,1
OF-2021-0825,MP-0078,QC-2022-02194,5.447,2
OF-2021-0825,MP-0041,QC-2021-00328,17.191,3
OF-2021-0825,MP-0075,QC-2020-00834,9.517,4
OF-2021-0825,MP-0077,QC-2023-00453,18.478,5
OF-2024-0826,MP-0034,QC-2023-02667,43.311,1
OF-2024-0826,MP-0040,QC-2022-02345,46.28,2
OF-2024-0826,MP-0069,QC-2021-02019,33.697,3
OF-2022-0827,MP-0017,QC-2024-00779,21.846,1
OF-2022-0827,MP-0037,QC-2024-03439,16.31,2
OF-2022-0827,MP-0044,QC-2023-00750,11.9,3
OF-2022-0827,MP-0071,QC-2021-00455,27.577,4
OF-2022-0827,MP-0054,QC-2024-01439,36.869,5
OF-2023-0828,MP-0017,QC-2024-01848,36.519,1
OF-2023-0828,MP-0037,QC-2023-02518,40.605,2
OF-2023-0828,MP-0044,QC-2022-01064,38.118,3
OF-2023-0828,MP-0071,QC-2021-00091,18.613,4
OF-2023-0828,MP-0054,QC-2020-02677,26.74,5
OF-2022-0829,MP-0015,QC-2022-01578,42.328,1
OF-2022-0829,MP-0061,QC-2022-00727,48.274,2
OF-2022-0829,MP-0054,QC-2024-01439,39.09,3
OF-2023-0830,MP-0032,QC-2022-02080,20.943,1
OF-2023-0830,MP-0050,QC-2024-02423,44.267,2
OF-2023-0830,MP-0062,QC-2020-00135,12.467,3
OF-2023-0830,MP-0040,QC-2023-02174,37.239,4
OF-2021-0831,MP-0034,QC-2022-01275,7.58,1
OF-2021-0831,MP-0040,QC-2020-02396,20.009,2
OF-2021-0831,MP-0069,QC-2024-02457,40.352,3
OF-2021-0833,MP-0022,QC-2020-02661,12.731,1
OF-2021-0833,MP-0052,QC-2020-02084,36.476,2
OF-2021-0833,MP-0049,QC-2020-03363,40.718,3
OF-2024-0835,MP-0024,QC-2021-01711,22.905,1
OF-2024-0835,MP-0049,QC-2022-00778,34.631,2
OF-2024-0835,MP-0041,QC-2020-03102,12.573,3
OF-2024-0835,MP-0039,QC-2020-01334,46.579,4
OF-2024-0835,MP-0051,QC-2022-03465,33.694,5
OF-2024-0836,MP-0021,QC-2023-00576,40.358,1
OF-2024-0836,MP-0038,QC-2020-02201,12.595,2
OF-2024-0836,MP-0044,QC-2020-00991,12.768,3
OF-2024-0836,MP-0060,QC-2022-03156,20.766,4
OF-2021-0838,MP-0036,QC-2022-02834,47.022,1
OF-2021-0838,MP-0053,QC-2023-02244,12.56,2
OF-2021-0838,MP-0074,QC-2024-01079,25.125,3
OF-2021-0838,MP-0064,QC-2020-03422,23.504,4
OF-2021-0838,MP-0062,QC-2021-02405,39.222,5
OF-2023-0839,MP-0036,QC-2020-00446,43.299,1
OF-2023-0839,MP-0053,QC-2021-01186,40.681,2
OF-2023-0839,MP-0074,QC-2022-00976,46.493,3
OF-2023-0839,MP-0064,QC-2024-00281,17.936,4
OF-2023-0839,MP-0062,QC-2021-02392,12.875,5
OF-2024-0840,MP-0030,QC-2020-02823,22.749,1
OF-2024-0840,MP-0044,QC-2023-03111,6.789,2
OF-2024-0840,MP-0061,QC-2024-01683,22.933,3
OF-2024-0840,MP-0042,QC-2024-01222,46.335,4
OF-2024-0840,MP-0072,QC-2021-02012,42.261,5
OF-2023-0841,MP-0024,QC-2021-02690,13.739,1
OF-2023-0841,MP-0060,QC-2024-00089,26.475,2
OF-2023-0841,MP-0059,QC-2020-01305,34.116,3
OF-2024-0842,MP-0024,QC-2021-00408,7.246,1
OF-2024-0842,MP-0049,QC-2020-03414,8.798,2
OF-2024-0842,MP-0041,QC-2022-00738,16.052,3
OF-2024-0842,MP-0039,QC-2023-00793,29.243,4
OF-2024-0842,MP-0051,QC-2023-00498,11.051,5
OF-2024-0843,MP-0024,QC-2022-00509,8.908,1
OF-2024-0843,MP-0071,QC-2021-02577,14.999,2
OF-2024-0843,MP-0070,QC-2022-00019,36.267,3
OF-2020-0844,MP-0005,QC-2023-01139,25.763,1
OF-2020-0844,MP-0038,QC-2020-00228,19.417,2
OF-2020-0844,MP-0074,QC-2021-00990,23.01,3
OF-2020-0844,MP-0072,QC-2022-02374,42.393,4
OF-2022-0845,MP-0024,QC-2023-00832,22.592,1
OF-2022-0845,MP-0060,QC-2024-01055,36.892,2
OF-2022-0845,MP-0059,QC-2021-03410,47.273,3
OF-2020-0846,MP-0030,QC-2024-01969,15.272,1
OF-2020-0846,MP-0044,QC-2022-01064,13.995,2
OF-2020-0846,MP-0061,QC-2021-01689,9.056,3
OF-2020-0846,MP-0042,QC-2020-01963,34.657,4
OF-2020-0846,MP-0072,QC-2022-01410,35.298,5
OF-2024-0847,MP-0032,QC-2021-02057,10.16,1
OF-2024-0847,MP-0040,QC-2021-03322,47.159,2
OF-2024-0847,MP-0044,QC-2020-01258,17.74,3
OF-2022-0848,MP-0016,QC-2022-00706,47.241,1
OF-2022-0848,MP-0066,QC-2020-02278,9.461,2
OF-2022-0848,MP-0061,QC-2023-01530,17.421,3
OF-2020-0849,MP-0012,QC-2021-02261,13.04,1
OF-2020-0849,MP-0043,QC-2024-03425,34.632,2
OF-2020-0849,MP-0077,QC-2023-01566,28.551,3
OF-2020-0849,MP-0056,QC-2022-03313,47.796,4
OF-2020-0849,MP-0069,QC-2024-00112,23.99,5
OF-2021-0850,MP-0005,QC-2021-02742,18.154,1
OF-2021-0850,MP-0052,QC-2020-00183,41.846,2
OF-2021-0850,MP-0062,QC-2020-01763,41.398,3
OF-2021-0850,MP-0044,QC-2023-03272,19.751,4
OF-2021-0850,MP-0073,QC-2023-01288,9.504,5
OF-2022-0851,MP-0016,QC-2020-00556,42.615,1
OF-2022-0851,MP-0065,QC-2022-02189,32.888,2
OF-2022-0851,MP-0072,QC-2021-03297,13.495,3
OF-2023-0852,MP-0024,QC-2023-00270,44.699,1
OF-2023-0852,MP-0071,QC-2021-01068,30.216,2
OF-2023-0852,MP-0070,QC-2023-01882,18.844,3
OF-2021-0853,MP-0035,QC-2023-02953,12.57,1
OF-2021-0853,MP-0069,QC-2021-01100,20.541,2
OF-2021-0853,MP-0053,QC-2024-01863,40.826,3
OF-2024-0854,MP-0027,QC-2021-03235,16.499,1
OF-2024-0854,MP-0040,QC-2020-02641,39.238,2
OF-2024-0854,MP-0078,QC-2021-00205,12.448,3
OF-2024-0854,MP-0043,QC-2022-01966,39.772,4
OF-2024-0855,MP-0035,QC-2024-02148,42.893,1
OF-2024-0855,MP-0045,QC-2022-01005,23.811,2
OF-2024-0855,MP-0067,QC-2022-03411,6.866,3
OF-2022-0856,MP-0005,QC-2023-01252,28.207,1
OF-2022-0856,MP-0052,QC-2020-01628,7.845,2
OF-2022-0856,MP-0062,QC-2021-00061,49.066,3
OF-2022-0856,MP-0044,QC-2023-00045,31.803,4
OF-2022-0856,MP-0073,QC-2022-01041,27.539,5
OF-2023-0857,MP-0004,QC-2024-02961,38.386,1
OF-2023-0857,MP-0073,QC-2022-01182,12.847,2
OF-2023-0857,MP-0042,QC-2020-01954,37.675,3
OF-2020-0859,MP-0001,QC-2020-01156,26.463,1
OF-2020-0859,MP-0053,QC-2020-00657,16.783,2
OF-2020-0859,MP-0066,QC-2023-01406,7.246,3
OF-2020-0859,MP-0055,QC-2021-02621,43.089,4
OF-2022-0862,MP-0005,QC-2024-01358,17.411,1
OF-2022-0862,MP-0052,QC-2022-02960,7.305,2
OF-2022-0862,MP-0054,QC-2020-01878,8.706,3
OF-2022-0862,MP-0068,QC-2023-02535,42.946,4
OF-2022-0862,MP-0050,QC-2024-02423,44.531,5
OF-2022-0863,MP-0017,QC-2024-00779,35.575,1
OF-2022-0863,MP-0037,QC-2022-01936,38.976,2
OF-2022-0863,MP-0044,QC-2021-02917,29.905,3
OF-2022-0863,MP-0071,QC-2020-00381,21.548,4
OF-2022-0863,MP-0054,QC-2020-01640,44.702,5
OF-2022-0864,MP-0016,QC-2022-03498,28.289,1
OF-2022-0864,MP-0066,QC-2023-02003,30.706,2
OF-2022-0864,MP-0061,QC-2024-00264,11.712,3
OF-2024-0866,MP-0035,QC-2022-00020,39.968,1
OF-2024-0866,MP-0042,QC-2022-01403,20.053,2
OF-2024-0866,MP-0052,QC-2022-02960,34.242,3
OF-2022-0867,MP-0016,QC-2020-01449,48.933,1
OF-2022-0867,MP-0065,QC-2024-01724,23.535,2
OF-2022-0867,MP-0072,QC-2023-02427,6.497,3
OF-2021-0868,MP-0015,QC-2020-01206,24.989,1
OF-2021-0868,MP-0061,QC-2023-03462,24.116,2
OF-2021-0868,MP-0054,QC-2023-02508,16.054,3
OF-2022-0869,MP-0024,QC-2022-02732,34.964,1
OF-2022-0869,MP-0049,QC-2020-00194,41.784,2
OF-2022-0869,MP-0041,QC-2021-02045,36.538,3
OF-2022-0869,MP-0039,QC-2024-00409,29.66,4
OF-2022-0869,MP-0051,QC-2023-00348,13.237,5
OF-2022-0870,MP-0036,QC-2022-02152,46.005,1
OF-2022-0870,MP-0053,QC-2024-01539,39.925,2
OF-2022-0870,MP-0074,QC-2020-02259,5.727,3
OF-2022-0870,MP-0064,QC-2022-02820,25.345,4
OF-2022-0870,MP-0062,QC-2021-02780,27.818,5
OF-2021-0871,MP-0004,QC-2020-02164,35.431,1
OF-2021-0871,MP-0073,QC-2020-00153,22.424,2
OF-2021-0871,MP-0042,QC-2024-01067,30.769,3
OF-2021-0872,MP-0032,QC-2020-00623,36.337,1
OF-2021-0872,MP-0040,QC-2024-03456,32.806,2
OF-2021-0872,MP-0044,QC-2023-03325,39.017,3
OF-2020-0873,MP-0024,QC-2022-02168,40.947,1
OF-2020-0873,MP-0070,QC-2020-02902,19.519,2
OF-2020-0873,MP-0065,QC-2022-00038,42.973,3
OF-2020-0873,MP-0044,QC-2022-01765,30.695,4
OF-2022-0875,MP-0005,QC-2024-01358,34.156,1
OF-2022-0875,MP-0052,QC-2021-02754,39.425,2
OF-2022-0875,MP-0062,QC-2021-03184,8.499,3
OF-2022-0875,MP-0044,QC-2021-02917,35.726,4
OF-2022-0875,MP-0073,QC-2021-02414,6.338,5
OF-2021-0876,MP-0024,QC-2023-00370,39.314,1
OF-2021-0876,MP-0070,QC-2020-01673,39.335,2
OF-2021-0876,MP-0065,QC-2020-02923,46.892,3
OF-2021-0876,MP-0044,QC-2023-00045,26.355,4
OF-2023-0877,MP-0032,QC-2020-02458,42.769,1
OF-2023-0877,MP-0050,QC-2021-00463,35.281,2
OF-2023-0877,MP-0062,QC-2021-02392,41.738,3
OF-2023-0877,MP-0040,QC-2021-00732,27.074,4
OF-2020-0878,MP-0016,QC-2023-02526,19.529,1
OF-2020-0878,MP-0065,QC-2021-01251,39.768,2
OF-2020-0878,MP-0072,QC-2022-01410,25.864,3
OF-2024-0879,MP-0005,QC-2023-02485,24.03,1
OF-2024-0879,MP-0052,QC-2024-02063,32.484,2
OF-2024-0879,MP-0054,QC-2023-00818,23.235,3
OF-2024-0879,MP-0068,QC-2022-01603,12.098,4
OF-2024-0879,MP-0050,QC-2021-01307,37.308,5
OF-2023-0880,MP-0032,QC-2022-03087,15.549,1
OF-2023-0880,MP-0050,QC-2021-00463,35.356,2
OF-2023-0880,MP-0062,QC-2022-00899,48.094,3
OF-2023-0880,MP-0040,QC-2020-01516,35.919,4
OF-2020-0882,MP-0024,QC-2020-02344,39.879,1
OF-2020-0882,MP-0049,QC-2020-02883,49.028,2
OF-2020-0882,MP-0041,QC-2023-02018,6.205,3
OF-2020-0882,MP-0039,QC-2023-01605,31.947,4
OF-2020-0882,MP-0051,QC-2020-00191,32.762,5
OF-2022-0883,MP-0029,QC-2024-00129,21.554,1
OF-2022-0883,MP-0064,QC-2021-02948,12.308,2
OF-2022-0883,MP-0048,QC-2022-01947,15.44,3
OF-2024-0884,MP-0027,QC-2022-01504,41.528,1
OF-2024-0884,MP-0040,QC-2024-03456,11.601,2
OF-2024-0884,MP-0078,QC-2022-03480,41.991,3
OF-2024-0884,MP-0043,QC-2022-00652,25.966,4
OF-2020-0885,MP-0029,QC-2021-02898,27.59,1
OF-2020-0885,MP-0064,QC-2022-00078,22.386,2
OF-2020-0885,MP-0048,QC-2022-02335,47.923,3
OF-2023-0886,MP-0019,QC-2022-03062,10.125,1
OF-2023-0886,MP-0047,QC-2024-03312,31.095,2
OF-2023-0886,MP-0066,QC-2022-02413,39.138,3
OF-2023-0886,MP-0037,QC-2024-00128,9.633,4
OF-2024-0887,MP-0021,QC-2020-03373,46.445,1
OF-2024-0887,MP-0040,QC-2020-03356,11.386,2
OF-2024-0887,MP-0074,QC-2023-02303,27.995,3
OF-2020-0888,MP-0004,QC-2024-02893,39.862,1
OF-2020-0888,MP-0073,QC-2020-00553,26.418,2
OF-2020-0888,MP-0042,QC-2023-02989,48.98,3
OF-2023-0889,MP-0005,QC-2021-00521,25.082,1
OF-2023-0889,MP-0038,QC-2022-00262,14.161,2
OF-2023-0889,MP-0074,QC-2020-01691,33.31,3
OF-2023-0889,MP-0072,QC-2021-00344,28.291,4
OF-2022-0890,MP-0018,QC-2023-01323,11.76,1
OF-2022-0890,MP-0078,QC-2023-01163,32.029,2
OF-2022-0890,MP-0041,QC-2024-01831,29.762,3
OF-2022-0890,MP-0075,QC-2022-01827,42.482,4
OF-2022-0890,MP-0077,QC-2022-02828,19.681,5
OF-2023-0891,MP-0024,QC-2023-02733,11.629,1
OF-2023-0891,MP-0049,QC-2021-02482,34.69,2
OF-2023-0891,MP-0041,QC-2020-01397,47.813,3
OF-2023-0891,MP-0039,QC-2023-00721,33.871,4
OF-2023-0891,MP-0051,QC-2023-02124,33.411,5
OF-2020-0892,MP-0016,QC-2021-02237,5.098,1
OF-2020-0892,MP-0066,QC-2021-02916,31.655,2
OF-2020-0892,MP-0061,QC-2020-00389,37.365,3
OF-2024-0893,MP-0034,QC-2023-00912,40.991,1
OF-2024-0893,MP-0064,QC-2020-02198,22.636,2
OF-2024-0893,MP-0050,QC-2023-00002,30.086,3
OF-2024-0893,MP-0071,QC-2020-02281,11.006,4
OF-2024-0893,MP-0049,QC-2020-00194,15.805,5
OF-2022-0894,MP-0021,QC-2020-03434,39.083,1
OF-2022-0894,MP-0051,QC-2023-00498,49.742,2
OF-2022-0894,MP-0039,QC-2023-01618,13.758,3
OF-2021-0895,MP-0017,QC-2024-01331,19.673,1
OF-2021-0895,MP-0037,QC-2024-02747,22.167,2
OF-2021-0895,MP-0044,QC-2022-01064,33.887,3
OF-2021-0895,MP-0071,QC-2023-01224,49.924,4
OF-2021-0895,MP-0054,QC-2024-02499,45.5,5
OF-2020-0896,MP-0016,QC-2023-03133,38.587,1
OF-2020-0896,MP-0066,QC-2024-02504,34.787,2
OF-2020-0896,MP-0061,QC-2020-02629,11.417,3
OF-2023-0897,MP-0030,QC-2024-01385,23.352,1
OF-2023-0897,MP-0053,QC-2022-00434,31.351,2
OF-2023-0897,MP-0045,QC-2023-01038,48.057,3
OF-2022-0898,MP-0005,QC-2022-00071,13.219,1
OF-2022-0898,MP-0052,QC-2020-01628,30.644,2
OF-2022-0898,MP-0054,QC-2022-01917,42.031,3
OF-2022-0898,MP-0068,QC-2024-00229,16.247,4
OF-2022-0898,MP-0050,QC-2022-02713,34.206,5
OF-2020-0899,MP-0005,QC-2021-01577,15.903,1
OF-2020-0899,MP-0077,QC-2020-01269,10.983,2
OF-2020-0899,MP-0040,QC-2024-03456,18.875,3
OF-2020-0899,MP-0051,QC-2023-01280,20.969,4
OF-2020-0899,MP-0041,QC-2023-02971,39.384,5
OF-2022-0900,MP-0017,QC-2020-02695,41.682,1
OF-2022-0900,MP-0037,QC-2023-01899,40.05,2
OF-2022-0900,MP-0044,QC-2020-01677,35.585,3
OF-2022-0900,MP-0071,QC-2024-00997,44.317,4
OF-2022-0900,MP-0054,QC-2021-01550,42.818,5
OF-2023-0901,MP-0027,QC-2023-01134,20.853,1
OF-2023-0901,MP-0040,QC-2024-03487,30.648,2
OF-2023-0901,MP-0078,QC-2021-02852,16.195,3
OF-2023-0901,MP-0043,QC-2023-02437,17.44,4
OF-2022-0902,MP-0003,QC-2022-00791,49.958,1
OF-2022-0902,MP-0042,QC-2024-00698,15.387,2
OF-2022-0902,MP-0063,QC-2024-00060,22.152,3
OF-2022-0902,MP-0074,QC-2024-03257,25.862,4
OF-2022-0902,MP-0073,QC-2022-03285,48.657,5
OF-2021-0903,MP-0005,QC-2023-00693,10.821,1
OF-2021-0903,MP-0038,QC-2020-03269,18.969,2
OF-2021-0903,MP-0074,QC-2023-03324,26.807,3
OF-2021-0903,MP-0072,QC-2023-01090,11.07,4
OF-2021-0904,MP-0024,QC-2020-02892,22.413,1
OF-2021-0904,MP-0060,QC-2024-00878,48.256,2
OF-2021-0904,MP-0059,QC-2021-02326,32.895,3
OF-2022-0905,MP-0030,QC-2022-02595,8.27,1
OF-2022-0905,MP-0044,QC-2020-03131,47.688,2
OF-2022-0905,MP-0061,QC-2024-02219,31.253,3
OF-2022-0905,MP-0042,QC-2023-00972,13.511,4
OF-2022-0905,MP-0072,QC-2024-02102,21.963,5
OF-2024-0906,MP-0032,QC-2022-03087,41.95,1
OF-2024-0906,MP-0050,QC-2021-03416,16.158,2
OF-2024-0906,MP-0062,QC-2022-01009,38.817,3
OF-2024-0906,MP-0040,QC-2024-02199,43.932,4
OF-2023-0907,MP-0024,QC-2023-02733,36.955,1
OF-2023-0907,MP-0070,QC-2023-01882,32.491,2
OF-2023-0907,MP-0065,QC-2024-01724,46.236,3
OF-2023-0907,MP-0044,QC-2022-03009,5.556,4
OF-2021-0908,MP-0021,QC-2023-03105,12.77,1
OF-2021-0908,MP-0051,QC-2024-02284,47.639,2
OF-2021-0908,MP-0039,QC-2022-01194,45.285,3
OF-2021-0911,MP-0020,QC-2021-00571,11.964,1
OF-2021-0911,MP-0057,QC-2022-00514,23.11,2
OF-2021-0911,MP-0041,QC-2021-00208,5.199,3
OF-2021-0911,MP-0037,QC-2020-00211,18.032,4
OF-2023-0912,MP-0024,QC-2023-02733,46.848,1
OF-2023-0912,MP-0060,QC-2020-00293,42.803,2
OF-2023-0912,MP-0059,QC-2024-03477,38.615,3
OF-2024-0913,MP-0018,QC-2023-02900,34.343,1
OF-2024-0913,MP-0078,QC-2023-01616,43.381,2
OF-2024-0913,MP-0041,QC-2023-01108,37.899,3
OF-2024-0913,MP-0075,QC-2022-00733,14.798,4
OF-2024-0913,MP-0077,QC-2021-00471,5.751,5
OF-2024-0914,MP-0022,QC-2024-02607,19.463,1
OF-2024-0914,MP-0052,QC-2023-02977,10.958,2
OF-2024-0914,MP-0049,QC-2021-02836,32.58,3
OF-2022-0916,MP-0034,QC-2023-00912,38.403,1
OF-2022-0916,MP-0040,QC-2020-03356,47.292,2
OF-2022-0916,MP-0069,QC-2020-00393,18.358,3
OF-2021-0917,MP-0030,QC-2020-01059,7.503,1
OF-2021-0917,MP-0044,QC-2022-01064,15.509,2
OF-2021-0917,MP-0061,QC-2020-03161,15.446,3
OF-2021-0917,MP-0042,QC-2022-02932,46.962,4
OF-2021-0917,MP-0072,QC-2023-02427,24.265,5
OF-2023-0919,MP-0016,QC-2022-00706,46.192,1
OF-2023-0919,MP-0065,QC-2020-02923,47.307,2
OF-2023-0919,MP-0072,QC-2022-02975,46.455,3
OF-2023-0920,MP-0015,QC-2022-01580,29.028,1
OF-2023-0920,MP-0061,QC-2022-03248,5.194,2
OF-2023-0920,MP-0054,QC-2020-02306,34.65,3
OF-2023-0922,MP-0005,QC-2023-02014,9.523,1
OF-2023-0922,MP-0077,QC-2022-02828,24.378,2
OF-2023-0922,MP-0040,QC-2020-01692,49.018,3
OF-2023-0922,MP-0051,QC-2023-00418,39.096,4
OF-2023-0922,MP-0041,QC-2024-02831,46.191,5
OF-2024-0923,MP-0021,QC-2022-00009,18.933,1
OF-2024-0923,MP-0040,QC-2020-01516,27.084,2
OF-2024-0923,MP-0074,QC-2024-00582,36.987,3
OF-2021-0924,MP-0021,QC-2022-03494,13.738,1
OF-2021-0924,MP-0038,QC-2020-03331,19.209,2
OF-2021-0924,MP-0044,QC-2021-02917,9.362,3
OF-2021-0924,MP-0060,QC-2024-00042,27.329,4
OF-2021-0925,MP-0031,QC-2023-00825,8.297,1
OF-2021-0925,MP-0049,QC-2021-01896,7.795,2
OF-2021-0925,MP-0043,QC-2020-02862,8.877,3
OF-2021-0925,MP-0064,QC-2020-00964,48.47,4
OF-2023-0926,MP-0014,QC-2021-02906,38.489,1
OF-2023-0926,MP-0057,QC-2024-02463,31.893,2
OF-2023-0926,MP-0050,QC-2023-00450,31.585,3
OF-2023-0926,MP-0078,QC-2020-02947,26.793,4
OF-2023-0926,MP-0068,QC-2022-01170,25.683,5
OF-2024-0928,MP-0036,QC-2022-01264,17.378,1
OF-2024-0928,MP-0053,QC-2021-02569,17.898,2
OF-2024-0928,MP-0074,QC-2021-02254,5.004,3
OF-2024-0928,MP-0064,QC-2021-01478,27.202,4
OF-2024-0928,MP-0062,QC-2020-00062,24.977,5
OF-2022-0929,MP-0029,QC-2024-01443,19.185,1
OF-2022-0929,MP-0064,QC-2021-00268,46.535,2
OF-2022-0929,MP-0048,QC-2024-00178,36.132,3
OF-2024-0931,MP-0018,QC-2020-00319,40.389,1
OF-2024-0931,MP-0078,QC-2020-03386,6.535,2
OF-2024-0931,MP-0041,QC-2023-02971,30.081,3
OF-2024-0931,MP-0075,QC-2024-02121,9.042,4
OF-2024-0931,MP-0077,QC-2024-01010,48.246,5
OF-2024-0932,MP-0030,QC-2024-02450,8.531,1
OF-2024-0932,MP-0053,QC-2020-02086,22.259,2
OF-2024-0932,MP-0045,QC-2020-01785,6.667,3
OF-2023-0933,MP-0018,QC-2024-01869,5.066,1
OF-2023-0933,MP-0078,QC-2022-02194,29.507,2
OF-2023-0933,MP-0041,QC-2023-00310,37.801,3
OF-2023-0933,MP-0075,QC-2022-00807,19.443,4
OF-2023-0933,MP-0077,QC-2022-02146,16.726,5
OF-2024-0934,MP-0003,QC-2022-02403,35.108,1
OF-2024-0934,MP-0042,QC-2022-01198,32.102,2
OF-2024-0934,MP-0063,QC-2023-00283,46.482,3
OF-2024-0934,MP-0074,QC-2022-00289,34.098,4
OF-2024-0934,MP-0073,QC-2020-02670,5.121,5
OF-2020-0935,MP-0012,QC-2024-01502,45.152,1
OF-2020-0935,MP-0043,QC-2024-00244,37.257,2
OF-2020-0935,MP-0077,QC-2020-01269,45.175,3
OF-2020-0935,MP-0056,QC-2024-01246,29.281,4
OF-2020-0935,MP-0069,QC-2021-00058,49.751,5
OF-2020-0937,MP-0029,QC-2024-00633,41.192,1
OF-2020-0937,MP-0064,QC-2022-00090,35.644,2
OF-2020-0937,MP-0048,QC-2024-03046,22.218,3
OF-2020-0938,MP-0035,QC-2024-00081,15.735,1
OF-2020-0938,MP-0069,QC-2024-01739,46.19,2
OF-2020-0938,MP-0053,QC-2024-03001,29.961,3
OF-2024-0940,MP-0005,QC-2021-03075,25.017,1
OF-2024-0940,MP-0052,QC-2021-00021,11.82,2
OF-2024-0940,MP-0062,QC-2022-01009,12.085,3
OF-2024-0940,MP-0044,QC-2024-01900,9.074,4
OF-2024-0940,MP-0073,QC-2021-01752,17.712,5
OF-2024-0942,MP-0032,QC-2021-03387,15.653,1
OF-2024-0942,MP-0040,QC-2022-01931,10.947,2
OF-2024-0942,MP-0044,QC-2023-00426,46.964,3
OF-2022-0943,MP-0001,QC-2023-01233,43.25,1
OF-2022-0943,MP-0053,QC-2020-02779,45.855,2
OF-2022-0943,MP-0066,QC-2020-02630,7.404,3
OF-2022-0943,MP-0055,QC-2020-02329,26.932,4
OF-2024-0944,MP-0027,QC-2022-03172,26.734,1
OF-2024-0944,MP-0040,QC-2021-00176,31.846,2
OF-2024-0944,MP-0078,QC-2021-00237,49.057,3
OF-2024-0944,MP-0043,QC-2020-00739,31.977,4
OF-2020-0945,MP-0036,QC-2024-03182,42.005,1
OF-2020-0945,MP-0068,QC-2022-01603,43.954,2
OF-2020-0945,MP-0046,QC-2024-00627,9.134,3
OF-2020-0945,MP-0049,QC-2022-03192,43.527,4
OF-2020-0945,MP-0055,QC-2020-00579,41.484,5
OF-2020-0946,MP-0034,QC-2022-01685,29.17,1
OF-2020-0946,MP-0064,QC-2020-03422,20.233,2
OF-2020-0946,MP-0050,QC-2022-00256,20.431,3
OF-2020-0946,MP-0071,QC-2023-01543,15.844,4
OF-2020-0946,MP-0049,QC-2024-03158,10.369,5
OF-2023-0947,MP-0001,QC-2024-00355,18.287,1
OF-2023-0947,MP-0053,QC-2022-02580,40.942,2
OF-2023-0947,MP-0066,QC-2023-02107,49.45,3
OF-2023-0947,MP-0055,QC-2020-00579,5.814,4
OF-2023-0948,MP-0011,QC-2021-00069,26.422,1
OF-2023-0948,MP-0064,QC-2021-01478,21.351,2
OF-2023-0948,MP-0075,QC-2020-01780,18.332,3
OF-2023-0948,MP-0041,QC-2020-03037,36.42,4
OF-2023-0948,MP-0061,QC-2024-03108,7.552,5
OF-2023-0949,MP-0029,QC-2022-00674,46.334,1
OF-2023-0949,MP-0064,QC-2020-01020,8.597,2
OF-2023-0949,MP-0048,QC-2023-00534,18.017,3
